涉	しょう,わたる
漸	すすむ,ぜん
全	ぜん,たもつ
全紀	まさき,まさのり
全智	あきとも,まさとし
全夫	たけお,まさお
繕	ぜん,つくる
素典	もとのり,もとみち
素也	もとなり,もとや
創	つくる,はじめ
創司	そうし,そうじ
創史	そうし,そうじ
創史郎	そうしろう,そうじろう
創士朗	そうしろう,そうじろう
創士郎	そうしろう,そうじろう
創治	そうし,そうじ
創将	そうし,そうすけ
創人	そうと,はじめ
創生	そうき,そうせい
創大	そうた,そうだい
創路	いつじ,そうじ
双大	そうた,そうだい
壮	しょう,たけし,たける,つよし
壮葵	そうき,まさき
壮希	そうき,まさき
壮紀	あきのり,そうき
壮貴	そうき,まさき
壮輝	そうき,まさき
壮玖	まさき,もりひさ
壮吾	しょうご,そうご
壮悟	しょうご,そうご
壮梧	しょうご,そうご
壮宏	たけひろ,まさひろ,もりひろ
壮紘	あきひろ,まさひろ
壮哉	そうや,まさや
壮冴	しょうご,そうご
壮司	そうし,そうじ
壮史	そうし,たけし,まさし
壮史郎	そうしろう,そうじろう
壮嗣	あきつぐ,そうし
壮士	あきひと,そうし,そうと
壮士郎	そうしろう,そうじろう
壮志	あきゆき,そうし,そうじ,たけし,まさし
壮志朗	そうしろう,そうじろう
壮次	あきつぐ,そうじ
壮次郎	そうじろう,たけじろう
壮治	あきはる,そうじ,まさはる
壮樹	そうじゅ,まさき
壮将	あきまさ,そうすけ,そうま
壮真	しょうま,そうま
壮人	そうと,たけひと,まさと
壮晴	そうせい,たけはる
壮生	そうき,そうせい,たけき,まさき
壮汰	しょうた,そうた
壮大	そうた,そうだい,たけひろ,まさひろ
壮典	そうすけ,たけのり
壮斗	しょうと,そうと
壮登	そうと,まさと
壮之	あきのぶ,あきひで,あきゆき,そうし
壮馬	しょうま,そうま
壮弥	そうや,まさや
壮裕	そうすけ,まさひろ
壮流	そうる,たける
壮晟	しょうせい,そうせい
壮暉	そうき,まさき
壮翔	そうと,まさと
奏稀	そうき,そうま
奏貴	そうき,そうた
奏哉	そうすけ,そうや
奏司	そうし,そうじ
奏史	そうし,そうじ
奏史郎	そうしろう,そうじろう
奏嗣	そうし,そうじ
奏士	そうし,そうじ
奏士朗	そうしろう,そうじろう
奏士郎	そうしろう,そうじろう
奏志	そうし,そうじ
奏志郎	そうしろう,そうじろう
奏詞	そうし,そうじ
奏詩	そうし,そうじ,そうた
奏慈	そうし,そうじ
奏樹	そうき,そうじゅ,そうた
奏将	そうし,そうすけ
奏丞	そうすけ,そうた
奏心	そうご,そうし
奏人	そうと,たくと
奏太	そうた,そうだい
奏大	そうた,そうだい
爽右	さすけ,そうすけ
爽輝	しょうき,そうき
爽空	さく,そうすけ
爽哉	あきや,そうや
爽司	そうし,そうじ
爽士	あきひと,そうし,そうじ
爽志	あきゆき,そうし,そうじ
爽詩	そうし,そうた
爽次	あきつぐ,そうし
爽助	さすけ,そうすけ
爽将	さすけ,そうし,そうすけ
爽真	しょうま,そうま
爽人	あきひと,さやと,そうと
爽仁	あきひと,そうじ,そうと
爽太郎	しょうたろう,そうたろう
爽大	しょうた,そうた
爽斗	さやと,そうと
爽之	あきのぶ,あきひで,あきゆき
爽平	そうた,そうへい
爽矢	そうし,そうや
爽友	あきとも,そうすけ
爽琥	さく,そうご
惣司	そうし,そうじ
惣司郎	そうしろう,そうじろう
惣士朗	そうしろう,そうじろう
惣詩	そうし,そうた
想希	そうき,そうま
想哉	そうすけ,そうや
想司	そうし,そうじ
想士	そうし,そうじ
想士朗	そうしろう,そうじろう
想士郎	そうしろう,そうじろう
想樹	そうき,そうじゅ,そうた
想将	そうし,そうすけ,そうま
想生	そうい,そうき,そうせい
想誠	そうせい,そうま
想大	そうた,そうだい
早太	そうた,はやた
早汰	そうた,はやた
早大	そうた,はやた
早亮	さすけ,そうすけ
総	さとし,さとる
総司	そうし,そうじ
総司郎	そうしろう,そうじろう
総士	そうし,そうじ
総士郎	そうしろう,そうじろう
総市	そういち,そうし
総志郎	そうしろう,そうじろう
総将	そうし,そうすけ,みちまさ
総之助	そうのすけ,ふさのすけ
綜士朗	そうしろう,そうじろう
綜大	そうた,そうだい
聡梓	さとし,そうし
聡一	そういち,としかず,のぶひと
聡基	さとき,としき
聡希	そうき,としき
聡稀	さとき,そうき
聡貴	さとき,そうき,としたか
聡輝	そうき,としき
聡久	さく,としひさ
聡啓	あきひろ,としあき,としひろ
聡孝	あきたか,としたか
聡哉	さとや,そうや,としや
聡司	さとし,そうし,そうじ
聡司郎	そうしろう,そうじろう
聡史	さとし,そうし
聡史朗	そうしろう,そうじろう
聡嗣	あきつぐ,さとし
聡士	あきひと,さとし,そうし
聡士郎	そうしろう,そうじろう
聡師	さとし,そうし
聡志	あきゆき,さとし,そうし
聡慈	さとし,そうじ
聡治	あきはる,さとし
聡樹	そうき,そうじゅ,そうたつ
聡助	さすけ,そうすけ
聡将	さとまさ,そうし,そうすけ
聡真	あきまさ,そうま
聡生	そうき,そうせい
聡大	あきひろ,そうた,そうだい
聡斗	そうと,そうま
聡之	あきのぶ,あきひで,あきゆき,さとし,としゆき
聡彦	あきひこ,ときひこ,としひこ
聡明	そうめい,としあき
聡也	さとや,そうや,としや
聡弥	さとや,そうや
聡友	あきとも,そうすけ
聡悠	あきひさ,としはる,としひさ
聡陽	あきはる,としはる
聡亮	そうすけ,としあき
聡朗	としあき,としろう
聡眞	そうま,ときまさ
荘一	しょういち,そういち
荘司	しょうじ,そうし,そうじ
荘太郎	しょうたろう,そうたろう
荘汰	しょうた,そうた
荘平	しょうへい,そうへい
蒼葵	そうき,ひろき
蒼維	そうい,そうすけ
蒼雅	そうが,そうま
蒼季	そうき,ひろき
蒼稀	そうき,そうま
蒼貴	そうき,ひろき
蒼己	そうき,ひろき
蒼哉	あおや,そうすけ,そうや
蒼司	そうし,そうじ
蒼史朗	そうしろう,そうじろう
蒼史郎	そうしろう,そうじろう
蒼士	そうし,そうじ,そうと,ひろと
蒼士朗	そうしろう,そうじろう
蒼士郎	そうしろう,そうじろう
蒼志朗	そうしろう,そうじろう
蒼至	そうし,そうじ
蒼詩	そうし,そうた
蒼滋	そうし,そうじ
蒼守	そうし,そうま
蒼将	そうし,そうすけ,そうま
蒼信	そうし,ひろのぶ
蒼心	そうご,そうし
蒼人	そうじ,そうと,ひろと
蒼仁	そうじ,そうと,ひろと
蒼誠	そうせい,そうま
蒼多	あおた,そうた
蒼太	あおた,そうた
蒼汰	あおた,そうた
蒼大	あおた,そうた,そうだい
蒼天	そうた,そうま
蒼斗	そうと,そらと,ひろと
蒼也	あおや,そうや,ひろや
蒼夜	そうや,ひろや
蒼弥	あおや,そうや,ひろや
蒼矢	あおや,そうし,そうや,ひろや
蒼陽	あおや,せいは,そうや,るいと
蔵真	くらま,そうま
蔵乃介	くらのすけ,そうのすけ
蔵馬	くらま,そうま
造	いたる,つくる
存	すすむ,たもつ,やすし
尊史	たかし,たかふみ
尊師	たかし,たけし
尊仁	たかと,たかひと
尊成	たかなり,たかまさ
尊都	たかと,たけと
尊也	たかなり,たかや,とうや
尊友	たかと,たけとも
尊翔	たかと,たけと
多貴	たき,なおき
太葵	おうき,たいき,たき
太一	たいいち,たいち,だいち
太壱	たいいち,たいち,だいち
太佳美	たかみ,たかよし
太佳優	たかひろ,たかまさ
太加美	たかみ,たかよし
太加優	たかひろ,たかまさ
太花美	たかみ,たかよし
太花優	たかひろ,たかまさ
太華優	たかひろ,たかまさ
太芽	おおが,たいが
太賀	おおが,たいが
太介	おおすけ,たいすけ,だいすけ
太海	たいかい,たいが
太幹	たから,だいき
太喜	たいき,たき,だいき
太基	たいき,だいき
太希	たいき,たき,だいき,ひろき
太揮	たいき,だいき
太季	たいき,たき
太稀	たいき,だいき
太紀	たいき,たき,だいき
太記	たいき,とき
太貴	たいき,たき,だいき
太軌	おうき,たいき,ひろき
太輝	たいき,たかあき,たき,だいき,もとき
太久実	たくま,たくみ
太玖	たいき,たく,だいき
太空	たから,たく
太弦	たいと,たつる
太幸	たいこう,だいご
太康	たいこう,ひろやす
太香美	たかみ,たかよし
太香優	たかひろ,たかまさ
太桜	たいよう,たろう
太司	たいし,ふとし
太史	たいし,だいし,ふとし
太嗣	たいし,ふとし
太士	たいし,たいじ,ふとし
太市	たいいち,たいち
太志	たいし,だいし,ふとし
太至	たいし,ふとし
太資	たいすけ,ふとし
太慈	たいし,たいじ
太治	たいじ,たいち,もとはる
太樹	たいき,たいじゅ,だいき,ひろき
太宗	たいしゅう,たかのり
太丞	たすく,だいすけ
太心	たいしん,だいご
太芯	たいし,たいしん
太人	たいと,だいと
太仁	たいじ,ひろと
太崇	たいし,ひろたか
太生	たいき,たいしょう,たいせい,たき,とき
太地	たいち,だいち
太智	たいち,だいち
太馳	たいち,だいち
太斗	たいと,だいと,ひろと
太渡	たいと,ひろと
太都	たいと,だいと,ひろと
太甫	たいすけ,だいすけ
太輔	たいすけ,だいすけ
太也	だいや,ひろや
太佑	たいすけ,たいゆう,だいすけ
太祐	たいすけ,たいゆう,だいすけ,だいち
太裕	たいすけ,たいゆう
太洋	たいよう,たかひろ
太来	たいき,たく
太亮	おうすけ,おおすけ,たいすけ,だいすけ
太良	たいら,たから,たろう,とら
太朗	たかお,たろう,もとあき
太暉	たいき,たき
太琥	たいが,たく
太絆	たいき,だいき
太翔	たいが,たいしょう,たいと,だいと,ひろと
汰葵	たいき,たき
汰希	たいき,たき
汰紀	たいき,たき
汰輝	たいき,たき
汰弦	たいと,たつる
汰樹	たいき,たいじゅ,たき
汰心	たいし,たいしん
汰生	たいき,たいせい,たき
汰知	たいち,だいち
汰地	たいち,だいち
汰翔	たいが,たいと
泰一	たいいち,たいち,ひろかず
泰瑛	たいよう,やすあき
泰英	たいよう,やすひで
泰央	たいよう,やすあき,やすお,やすてる,やすひさ,やすひろ
泰河	たいが,だいが
泰雅	たいが,やすまさ
泰岳	たいが,やすたか
泰叶	たいが,たいと
泰寛	ひろのり,やすひろ
泰喜	たいき,やすき
泰基	たいき,やすき,やすのり
泰希	たいき,ひろき,やすき
泰紀	たいき,ひろのり,やすのり
泰貴	たいき,ひろき,やすたか
泰輝	たいき,だいき,ひろき,やすき,やすてる
泰義	ひろよし,やすのり
泰久	たく,やすひさ,よしひさ
泰亨	たいこう,やすあき,やすゆき
泰空	たいすけ,ひろたか
泰啓	やすひろ,よしひろ
泰敬	やすたか,やすのり,やすひろ
泰己	たいき,ひろき,よしき
泰光	たいこう,ひろみつ,やすてる
泰功	たいこう,やすのり
泰宏	たいこう,やすひろ
泰幸	だいご,やすゆき,よしゆき
泰広	たいこう,やすひろ
泰行	たいこう,ひろゆき,やすゆき
泰司	たいし,たいじ,やすし
泰史	たいし,ひろし,ひろふみ,やすし,やすふみ
泰嗣	たいし,たいじ,やすし
泰士	たいし,たいじ,たいと,ひろと,やすし,やすと,やすひと,よしと
泰市	たいいち,たいち
泰志	たいし,たいじ,ひろし,やすし
泰氏	たいし,たいじ
泰紫	たいし,たいじ
泰詩	たいし,やすし
泰資	たいし,たいすけ,やすし
泰治	たいし,たいじ,たいち,だいじ,だいち,やすはる
泰示	たいし,たいじ
泰寿	たいじゅ,やすとし
泰樹	たいき,たいじゅ,だいき,やすき
泰秀	たいしゅう,やすひで
泰将	たいすけ,やすまさ
泰尚	やすたか,やすなお
泰彰	ひろあき,やすあき
泰昌	やすあき,やすまさ
泰丞	たいすけ,たすく
泰伸	たいしん,ひろのぶ,やすのぶ
泰信	たいしん,やすのぶ
泰心	たいし,たいしん,だいご
泰真	たいしん,とうま
泰臣	たいしん,ひろおみ
泰進	たいし,たいしん
泰人	たいと,ひろと,やすと,やすひと
泰仁	たいじ,たいと,やすと,やすひと
泰征	たいせい,やすゆき
泰成	たいせい,ひろなり,やすなり,よしなり
泰政	たいせい,やすまさ
泰晴	たいせい,やすはる
泰正	たいせい,やすまさ
泰清	たいしん,たいせい
泰生	たいき,たいしょう,たいせい,だいき,ひろき,やすお,やすき,よしき
泰説	たいと,やすと
泰聡	ひろと,やすと,やすとし
泰知	たいち,やすとも
泰地	たいち,だいち
泰馳	たいち,だいち
泰典	たいすけ,ひろのり,やすのり,やすふみ
泰斗	たいと,ひろと,やすと
泰杜	たいと,ひろと,やすと
泰登	たいと,やすと
泰都	たいち,たいと
泰土	たいと,ひろと,やすと
泰之	ひろゆき,やすゆき
泰武	たいむ,ひろむ
泰文	ひろふみ,やすふみ
泰輔	たいすけ,だいすけ
