髙	こう,たか
獅子内	ししうち,ししない
私市	きさいち,しいち
糸川	いとかわ,いとがわ
糸谷	いとたに,いとだに,いとや
糸田	いとた,いとだ
糸藤	いとう,いとふじ
糸毛	いとけ,いとげ
紙谷	かみたに,かみや
紫藤	しとう,しどう
飼牛	かいご,かいごう
似鳥	にたとり,にたどり,にとり
児戸	こうと,こと
児子	にこ,にご
寺家	じけ,てらいえ
寺垣内	てらがいと,てらがうち
寺原	てらはら,てらばる
寺戸	てらと,てらど
寺主	てらじ,てらぬし
寺川	てらかわ,てらがわ
寺沢	てらさわ,てらざわ
寺谷	てらたに,てらや
寺地	てらじ,てらち,てらぢ
寺中	じちゅう,てらなか
寺田	てらた,てらだ
寺島	てらしま,てらじま
寺嶋	てらしま,てらじま
寺分	てらぶん,てらわけ
寺平	てらだいら,てらひら
寺門	じもん,てらかど
寺澤	てらさわ,てらざわ
持舘	もちだて,もったて,もつたて
持地	もちじ,もちぢ
持木	もちき,もちぎ
持立	もちたて,もつたて
時崎	ときさき,ときざき
時沢	ときさわ,ときざわ
時谷	ときたに,ときや
時田	ときた,ときだ
時任	ときと,ときとう
次家	つぎいえ,つぐいえ
次郎垣内	じろうがいち,じろうがきうち
治田	じだ,はるた
治部	じぶ,じべ
治郎丸	じろうまる,じろまる
自見	じけん,じみ
蒔苗	まかない,まかなえ,まきなえ
鹿角	かつの,かづの
鹿戸	しかと,しかど
鹿江	かのえ,しかえ
鹿子	かのこ,しかご
鹿子生	かこう,かこお
鹿子木	かのこぎ,しかこぎ
鹿住	かすみ,かずみ
鹿川	かがわ,しかがわ
鹿田	しかた,しかだ
鹿島	かしま,かじま,ろくしま
鹿内	しかうち,しかない
鹿俣	かのたま,かのまた
鹿毛	かけ,かげ
鹿野	かの,しかの
鹿礒	かいそ,かのそ
式地	しきじ,しきち
式田	しきた,しきだ
竺	じく,ちく
宍戸	ししと,ししど
七海	ななうみ,ななみ
七宮	しちのみや,ななみや
七戸	しちのへ,ななと,ひちのへ
七五三木	しめき,しめぎ
七枝	ななえだ,ななつえ
七谷	しちたに,ななたに
七田	しちた,しちだ,ななた,ひつだ
七島	しちしま,ななしま
七里	しちり,ななさと
七寳	しっぽう,ななほう
室﨑	むろさき,むろざき
室崎	むろさき,むろざき
室谷	むろたに,むろや
室塚	むろつか,むろづか
室伏	むろふし,むろぶし,むろぶせ
室本	しつもと,むろもと
漆原	うるしはら,うるしばら
漆坂	うるしさか,うるしざか
漆川	うるしがわ,しつかわ
漆谷	うるしたに,うるしだに,うるしや
漆畑	うるしはた,うるしばた
実兼	さねかね,じつかね
実光	さねみつ,じっこう
実石	さねいし,じついし
実方	さねかた,じつかた
蔀	しとみ,しどみ
篠塚	しのつか,しのづか
篠遠	しのとう,しのとお
篠岡	ささおか,しのおか
篠崎	しのさき,しのざき
篠山	ささやま,しのやま
篠塚	しのずか,しのつか,しのづか
篠島	ささじま,しのじま
篠藤	しのとう,しのふじ
篠木	しのき,しのぎ
柴戸	しばこ,しばと
柴崎	しばさき,しばざき
柴谷	しばたに,しばや
柴内	しばうち,しばない
芝口	しばくち,しばぐち
芝地	しばじ,しばち
斜木	ななめき,ななめぎ
謝花	しゃばな,じゃはな
謝敷	しゃしき,しゃじき,じゃしき
車谷	くるまたに,くるまだに,くるまや
車田	くるまた,くるまだ,のりた
蛇川	じゃがわ,へびかわ
蛇田	へびた,へんだ
錫谷	すずたに,すずや
若園	わかその,わかぞの
若城	わかき,わかぎ,わかしろ
若生	わかいき,わかお,わこう,わこお
若谷	わかたに,わかや
若木	わかき,わかぎ
若澤	わかさわ,わかざわ
主原	しゅはら,すはら,ぬしはら
主藤	しゅとう,すとう,すどう
取違	とりい,とりちがい
守	まもり,もり
守家	もりか,もりや
守谷	もりたに,もりや
守田	まもりた,もりた
手塚	てずか,てづか
手崎	てさき,てざき
手取	てとり,てどり
手束	てつか,てづか
手塚	てずか,てつか,てづか
手島	てしま,てじま
手嶋	てしま,てじま
手嶌	てしま,てじま
狩集	かりあつまり,かりあつめ
狩生	かりう,かりゅう
狩野	かの,かのう,かりの
珠玖	しく,しゅく
種谷	たねたに,たねや
種田	おいた,おいだ,たねだ
酒見	さかみ,さけみ
酒匂	さかわ,さこ,さこう
酒本	さかもと,さけもと
首藤	しゅとう,しゅどう,すとう,すどう
寿盛	すさもり,すもり
寿谷	すだに,すや
樹下	きのした,じゅげ
樹神	こたま,こだま
周佐	しゅうさ,すさ
周村	しゅうむら,すむら
周東	しゅうとう,すとう
周藤	しゅうとう,すとう,すどう
周防	すお,すおう,すほう
宗	そう,むね,むねたか
宗形	むなかた,むねかた
宗正	むねまさ,やひろ
宗川	そうかわ,むねかわ
宗像	むなかた,むねかた
宗村	そうむら,むねむら
宗田	そうた,そうだ,むねた,むねだ
宗片	むなかた,むねかた
宗方	むなかた,むねかた
宗友	むねとみ,むねとも
宗利	そうり,むねとし
宗澤	むねさわ,むねざわ
修行	しゅうぎょう,しゅぎょう
洲	しゅう,すが
洲鎌	すかま,すがま
洲崎	すさき,すざき,すのさき
秀島	ひでしま,ひでじま
秀野	しゅうの,ひでの
秋	あき,ちゅう
秋月	あきずき,あきづき
秋鹿	あいか,あきしか
秋川	あきかわ,あきがわ
秋草	あきくさ,あきぐさ
秋沢	あきさわ,あきざわ
秋谷	あきたに,あきや
秋庭	あきにわ,あきば
秋濃	あきの,あきのう
秋冨	あきとみ,あきどみ
秋保	あきう,あきほ
秋里	あきさと,あきざと
秋澤	あきさわ,あきざわ
習田	しゅうた,しゅうだ,しゅった
舟越	ふなこえ,ふなこし
舟橋	ふなはし,ふなばし
舟崎	ふなさき,ふなざき
舟生	ふなおい,ふにゅう
集貝	しゅうかい,ためがい
住江	すみえ,すみのえ
住松	じゅうまつ,すみまつ
住谷	すみたに,すみや
住田	すみた,すみだ
住澤	すみさわ,すみざわ
十一	じゅういち,じゆういち,といち,とかず
十河	じゅうかわ,そがわ,そごう,とがわ
十亀	そがめ,とがめ
十合	そごう,とうごう
十時	とき,ととき,とどき
十川	そがわ,そごう,とがわ
十二村	じゅうにむら,とにむら
十日市	とうかいち,とおかいち
従二	じゅうじ,じゅうに
戎谷	えびすたに,えびすだに,えびすや
渋江	しぶえ,ふじえ
渋谷	しぶたに,しぶや
重松	かさまつ,しげまつ
重城	じゅうじょう,じょうじょう
重川	おもかわ,しげかわ
重谷	おもたに,おもや,しげたに
重田	おもだ,しげた
重藤	しげとう,しげふじ
重里	しげさと,じゅうり
宿利	しゅくり,やどり
宿里	しゅくり,やどり
宿輪	しくわ,しゅくわ
宿澤	しゅくさわ,しゅくざわ
祝	いわい,はふり,ほうり
祝田	いわいた,いわいだ,ほうた
祝迫	いわいさこ,いわいざこ
出井	いずい,いでい,でい
出羽	いずは,いずわ,でわ
出浦	いでうら,でうら
出雲	いずも,いづも
出岡	いずおか,いづおか,いでおか,でおか
出下	いでした,でした
出海	いずみ,いづみ
出間	いずま,いずるま,いづま,でま
出丸	いでまる,でまる
出宮	いずみや,でみや
出原	いずはら,いづはら,いではら,ではら
出戸端	でとはし,でとばた
出口	いでぐち,でぐち
出江	いずえ,いづえ
出崎	でさき,でざき
出山	いでやま,でやま
出沼	いでぬま,でぬま
出上	いでうえ,いでがみ
出水	いずみ,いでみ,いでみず,でみず
出水田	いずみた,いずみだ
出石	いずいし,いずし,いでいし,でいし
出倉	でくら,でぐら
出谷	いずたに,でたに,でや
出塚	でずか,でづか
出田	いずた,いでた
出頭	しゅっとう,でがしら
出納	すいとう,すいどう
出馬	いずま,いづま
出淵	いづぶち,いでぶち,でぶち
出本	いでもと,でもと
出木谷	できがい,できや
出野	いでの,での
出来田	できた,できでん
出路	でじ,でみち
出渕	いずぶち,いでぶち
出澤	いでさわ,いでざわ,でさわ,でざわ
春見	かすみ,はるみ
春原	すのはら,はるはら
春藤	しゅんとう,しゅんどう
春日川	かすがかわ,かすががわ
春別府	はるびゅう,はるべっぷ
初鹿野	はじかの,はつかの
初谷	はつがい,はつたに,はつや
初田	はつた,はつだ
初澤	はつさわ,はつざわ
所司	しょし,しょじ
所沢	しょざわ,ところざわ
諸角	もろかど,もろずみ
諸熊	もろくま,もろぐま
諸見謝	しょみじゃ,もろみじゃ
諸田	もろた,もろだ
諸木	もろき,もろぎ
助川	すけかわ,すけがわ
助田	すけた,すけだ
女屋	おなや,めや
女鹿	めか,めが
女川	おながわ,おんながわ,めがわ
鋤崎	すきさき,すきざき
鋤柄	すきから,すきがら
勝	かち,かつ
勝屋	かつや,しょうや
勝谷	かつたに,かつや,しょうや
勝地	かっち,かつち
勝田	かつた,かつだ,しょうだ
勝呂	かつろ,すぐろ
升谷	ますたに,ますや
升方	ますかた,ますがた
小﨑	こさき,こざき
小井	いさらい,おい,こい
小井戸	こいと,こいど
小井川	おいかわ,こいがわ
小永	おなが,こなが
小越	おごし,こごえ,こごし
小園	おぞの,こその,こぞの
小薗	おその,こぞの
小薗井	おそのい,おぞのい
小塩	おしお,おじお,こしお
小河	おがわ,おごう,こがわ
小河原	おがはら,おがわら,こがはら,こがわら
小河内	おごうち,こがうち
小花	おばな,こはな
小賀	おが,こが
小海	こうみ,こかい,こがい
小貝	おがい,こがい
小垣	おがき,こがき
小笠原	おがさはら,おがさわら
小鴨	おがも,こかも,こがも
小粥	おがい,こがい,こがゆ
小苅米	こかりまい,こがりまい
小貫	おぬき,こぬき
小関	おぜき,こせき,こぜき
小岸	おぎし,こぎし
小亀	こかめ,こがめ
小橋	こはし,こばし
小郷	おごう,こごう
小玉	こたま,こだま
小金沢	こがねさわ,こがねざわ
小金澤	こがねさわ,こがねざわ
小駒	おごま,ここま,こごま
小串	おぐし,こぐし
小窪	おくぼ,こくぼ
小熊	おくま,おぐま,こぐま
小熊坂	こぐまさか,こぐまざか
小栗栖	おぐりす,おぐるす
小形	おがた,こがた
小穴	おあな,こあな
小見	おみ,こみ
小原	おはら,おばら,こはら,こばら,こばる
小原澤	おはらざわ,こはらざわ
小古呂	おごろ,こころ
小口	おぐち,こくち,こぐち
小江	おえ,おごう
小高	おだか,こたか,こだか
小合	おごう,こごう
小黒	おぐろ,こぐろ
小根山	おねやま,こねやま
小佐々	こささ,こざさ
小佐井	こさい,こざい
小佐野	おさの,こさの
小座間	おざま,こざま
小材	おざい,こざい
小坂	おさか,こさか,こざか
小坂井	こさかい,こざかい
小坂部	おさかべ,こさかべ
小阪	こさか,こざか
小崎	おざき,こさき,こざき
小作	おさく,おざく,こさく
小笹	おささ,おざさ,こささ,こざさ
小山	おやま,こやま
小山田	おやまだ,こやまだ
小司	こじ,しょうじ
小枝	こえだ,さえだ
小寺	こてら,こでら
小鹿	おじか,こしか,こじか
小篠	おざさ,こしの
小酒	こさか,こさけ
小酒井	こさかい,こざかい
小舟	こふね,こぶね
小住	おずみ,こずみ
小出水	こいずみ,こいでみず
小勝	こかつ,こがち
小松田	こまつた,こまつだ
小沼	おぬま,こぬま
小城	おぎ,こしろ,こじょう
小場	こば,しょうば
小新	こしん,こじん
小森田	こもりた,こもりだ
小深田	こふかた,こぶかた
小神	おがみ,おこう,こがみ
小神野	おかの,おがみの
小針	こはり,こばり
小数賀	おすが,こすが
小菅	こすが,こすげ
小瀬	おせ,おぜ,こせ
小瀬木	おせき,おぜき
小川	おがわ,こがわ
小川原	おがはら,おがわはら,おがわら
小泉	こいずみ,こいづみ
小船	こふね,こぶね
小銭	こせに,こぜに
小善	こぜん,しょうぜん
小曽戸	おそど,こそと
小曽根	おぞね,こそね
小倉	おぐら,こくら
小早川	こはやかわ,こばやかわ
小村	おむら,こむら
小代	おじろ,こしろ
小鷹	おだか,こたか,こだか
小滝	おたき,おだき,こたき,こだき
小瀧	おたき,おだき,こたき
小沢	おざわ,こざわ
小只	おただ,こただ
小棚木	おだなぎ,こたなぎ
小谷	おたに,おだに,こたに,こだに
小谷松	おやまつ,こやまつ
小谷内	こやうち,こやち
小端	おばた,こばた
小竹	おだけ,こたけ,こだけ,しの
小竹原	こたけはら,こだけはら
小中	おなか,こなか
小張	おばり,こばり
小町	おまち,こまち
小長谷	おばせ,こながや,こはせ
小鳥	おどり,ことり
小津	おつ,おづ
小津間	こずま,こづま
小塚	こずか,こつか,こづか
小槻	おおづく,こつき
小辻	こつじ,こづじ
小堤	おつづみ,おづつみ,こつつみ,こつづみ,こづつみ
小田	おだ,こだ,しょうだ
小田々	おただ,おだた
小田金	おだかね,おだがね
小田原	おだはら,おだわら
小田切	おたぎり,おだぎり,こたぎり
小田中	おだなか,こだなか
小田島	おだしま,おだじま,こだしま
小田嶋	おだしま,おだじま
小田部	おたべ,こたべ
小渡	おど,こわたり
小土	おど,こづち
小島	おじま,こしま,こじま
小嶋	おじま,こじま
小藤	ことう,こふじ
小藤田	ことうだ,こふじた
小豆	あずき,しょうず
小豆生田	おまみゅうだ,こまめうだ
小豆沢	あずきさわ,あずきざわ
小豆澤	あずきさわ,あずきざわ,あづきざわ
小那覇	おなは,こなわ
小縄	おなわ,こなわ
小南	こなみ,こなん,こみなみ
